Boreo	5	2102023	1.0
Boreo	5	4482972	1.0
Boreo	5	4921174	1.0
Boreo	5	5271038	1.0
Boreo	5	5726143	1.0
Boreo	5	6392150	1.0
Boreo	5	7588800	1.0
Boreo	5	8333964	1.0
Boreo	5	9180896	1.0
Boreo	5	9810113	1.0
Boreo	5	10456733	1.0
Boreo	5	10827840	1.0
Boreo	5	11645521	1.0
Boreo	5	12935223	1.0
Boreo	5	13333654	1.0
Boreo	5	15139767	0.999993
Boreo	5	16026991	1.0
Boreo	5	22544227	1.0
Boreo	5	22997567	1.0
Boreo	5	24359454	1.0
Boreo	5	26165375	1.0
Boreo	5	28120632	1.0
Boreo	5	28564225	1.0
Boreo	5	29000747	1.0
Boreo	5	30592035	1.0
Boreo	5	31664645	1.0
Boreo	5	32351100	1.0
Boreo	5	32929149	1.0
Boreo	5	33900523	1.0
Boreo	5	34227843	1.0
Boreo	5	34563368	1.0
Boreo	5	37263959	1.0
Boreo	5	38302472	1.0
Boreo	5	38633775	1.0
Boreo	5	39208616	1.0
Boreo	5	40550528	1.0
Boreo	5	40901493	1.0
Boreo	5	42852205	1.0
Boreo	5	43168153	1.0
Boreo	5	43535902	1.0
Boreo	5	44465803	1.0
Boreo	5	45131757	1.0
Boreo	5	45858369	1.0
Boreo	5	47200311	1.0
Boreo	5	49328932	1.0
Boreo	5	49793936	1.0
Boreo	5	50201896	1.0
Boreo	5	50851790	1.0
Boreo	5	51418585	1.0
Boreo	5	52102428	1.0
Boreo	5	52599297	1.0
Boreo	5	53801086	1.0
Boreo	5	54701226	1.0
Boreo	5	56111584	1.0
Boreo	5	57497228	1.0
Boreo	5	57812046	1.0
Boreo	5	58342300	1.0
Boreo	5	59058651	1.0
Boreo	5	59505742	1.0
Boreo	5	62021751	1.0
Boreo	5	64053924	1.0
Boreo	5	64596517	1.0
Boreo	5	66164412	1.0
Boreo	5	67759594	1.0
Boreo	5	69612939	1.0
Boreo	5	70206444	1.0
Boreo	5	72714086	1.0
Boreo	5	75122244	1.0
Boreo	5	75873573	1.0
Boreo	5	77083383	1.0
Boreo	5	77544402	1.0
Boreo	5	77918336	1.0
Boreo	5	79478428	1.0
Boreo	5	81415690	1.0
Boreo	5	83291785	1.0
Boreo	5	83734711	1.0
Boreo	5	84037639	1.0
Boreo	5	84441851	1.0
Boreo	5	85281541	1.0
Boreo	5	85872824	1.0
Boreo	5	86366267	1.0
Boreo	5	86881987	1.0
Boreo	5	87265932	1.0
Boreo	5	90544737	1.0
Boreo	5	91054005	1.0
Boreo	5	92355750	1.0
Boreo	5	93012698	1.0
Boreo	5	93449632	1.0
Boreo	5	93885067	1.0
Boreo	5	95589128	1.0
Boreo	5	97267548	1.0
Boreo	5	97844540	1.0
Boreo	5	98969259	1.0
Boreo	5	102253005	1.0
Boreo	5	102647706	1.0
Boreo	5	103106160	1.0
Boreo	5	103478280	1.0
Boreo	5	103874027	1.0
Boreo	5	104640495	1.0
Boreo	5	106190690	1.0
Boreo	5	107548965	1.0
Boreo	5	108317857	1.0
Boreo	5	108713043	1.0
Boreo	5	109513057	1.0
Boreo	5	110047468	1.0
Boreo	5	110695261	1.0
Boreo	5	111427881	1.0
Boreo	5	112041851	1.0
Boreo	5	112349772	1.0
Boreo	5	112813319	1.0
Boreo	5	113205754	1.0
Boreo	5	113774517	1.0
Boreo	5	114120738	1.0
Boreo	5	115000192	1.0
Boreo	5	115552259	1.0
Boreo	5	115904864	1.0
Boreo	5	116275382	1.0
Boreo	5	116671305	1.0
Boreo	5	117314621	1.0
Boreo	5	118575325	1.0
Boreo	5	119277851	1.0
Boreo	5	120977296	1.0
Boreo	5	121587723	1.0
Boreo	5	122620433	1.0
Boreo	5	127707191	1.0
Boreo	5	128082229	1.0
Boreo	5	128945254	1.0
Boreo	5	138833233	1.0
Boreo	5	141295218	1.0
Boreo	5	144027062	1.0
Boreo	5	144471407	1.0
Boreo	5	144875708	1.0
Boreo	5	145554675	1.0
Boreo	5	146237161	1.0
Boreo	5	147184132	1.0
