Boreo	4	100161407	1.0
Boreo	4	100688434	1.0
Boreo	4	103074576	1.0
Boreo	4	104614047	1.0
Boreo	4	105126659	1.0
Boreo	4	105625549	1.0
Boreo	4	10624626	1.0
Boreo	4	106265309	1.0
Boreo	4	106586955	1.0
Boreo	4	106891479	1.0
Boreo	4	108983519	1.0
Boreo	4	111564414	1.0
Boreo	4	112701499	1.0
Boreo	4	113170131	1.0
Boreo	4	113650555	1.0
Boreo	4	114043371	1.0
Boreo	4	114348702	1.0
Boreo	4	115613416	1.0
Boreo	4	118178339	1.0
Boreo	4	119352041	1.0
Boreo	4	120379135	1.0
Boreo	4	120743958	1.0
Boreo	4	121595008	1.0
Boreo	4	123254980	1.0
Boreo	4	123621838	1.0
Boreo	4	126722635	1.0
Boreo	4	12816315	1.0
Boreo	4	128754441	1.0
Boreo	4	129707483	1.0
Boreo	4	130044127	1.0
Boreo	4	130830146	1.0
Boreo	4	132497580	1.0
Boreo	4	13290028	1.0
Boreo	4	134346333	0.999999
Boreo	4	1350891	1.0
Boreo	4	135114371	1.0
Boreo	4	136521830	1.0
Boreo	4	137676276	0.999995
Boreo	4	15138215	1.0
Boreo	4	154053164	1.0
Boreo	4	154589482	1.0
Boreo	4	155097100	1.0
Boreo	4	155531480	1.0
Boreo	4	156744617	1.0
Boreo	4	157469024	1.0
Boreo	4	158037278	1.0
Boreo	4	158390575	1.0
Boreo	4	158918929	1.0
Boreo	4	159394144	1.0
Boreo	4	18116048	1.0
Boreo	4	19522898	1.0
Boreo	4	2084860	1.0
Boreo	4	22224381	1.0
Boreo	4	23620699	1.0
Boreo	4	24127080	1.0
Boreo	4	24577562	1.0
Boreo	4	24933381	1.0
Boreo	4	25308862	1.0
Boreo	4	2541202	1.0
Boreo	4	26133880	1.0
Boreo	4	26739264	1.0
Boreo	4	27227783	1.0
Boreo	4	27581938	1.0
Boreo	4	27974587	1.0
Boreo	4	28387061	1.0
Boreo	4	28806308	1.0
Boreo	4	29776521	1.0
Boreo	4	30994243	1.0
Boreo	4	31570705	1.0
Boreo	4	3191062	1.0
Boreo	4	33880596	1.0
Boreo	4	34621083	1.0
Boreo	4	35600510	1.0
Boreo	4	36881773	1.0
Boreo	4	37644348	1.0
Boreo	4	37950487	1.0
Boreo	4	3851459	1.0
Boreo	4	39534421	1.0
Boreo	4	40125416	1.0
Boreo	4	42396824	1.0
Boreo	4	42742576	1.0
Boreo	4	43629404	1.0
Boreo	4	44157377	1.0
Boreo	4	45148574	1.0
Boreo	4	45474594	1.0
Boreo	4	45959344	1.0
Boreo	4	47597409	1.0
Boreo	4	48522850	1.0
Boreo	4	48832240	1.0
Boreo	4	49751345	1.0
Boreo	4	5029847	1.0
Boreo	4	51348651	1.0
Boreo	4	51672291	1.0
Boreo	4	52054739	1.0
Boreo	4	52424982	1.0
Boreo	4	52941778	1.0
Boreo	4	53498136	1.0
Boreo	4	54232121	1.0
Boreo	4	56400143	1.0
Boreo	4	58015372	1.0
Boreo	4	5839935	1.0
Boreo	4	60169603	1.0
Boreo	4	60872861	1.0
Boreo	4	61229179	1.0
Boreo	4	61815278	1.0
Boreo	4	6383742	1.0
Boreo	4	64561561	1.0
Boreo	4	65175249	1.0
Boreo	4	65734922	1.0
Boreo	4	67393132	1.0
Boreo	4	68189875	1.0
Boreo	4	69704037	1.0
Boreo	4	70565415	1.0
Boreo	4	7080741	1.0
Boreo	4	70910855	1.0
Boreo	4	71389101	1.0
Boreo	4	71956735	1.0
Boreo	4	72731984	1.0
Boreo	4	73326502	1.0
Boreo	4	74184809	1.0
Boreo	4	75483690	1.0
Boreo	4	7671816	1.0
Boreo	4	79274083	1.0
Boreo	4	82572238	1.0
Boreo	4	82924757	1.0
Boreo	4	86207574	1.0
Boreo	4	87301312	1.0
Boreo	4	902398	1.0
Boreo	4	90412278	1.0
Boreo	4	91143823	1.0
Boreo	4	91535502	1.0
Boreo	4	92758617	1.0
Boreo	4	93252008	1.0
Boreo	4	95556351	1.0
Boreo	4	96449168	1.0
Boreo	4	98008746	1.0
Boreo	4	98511949	1.0
