PRI	7	0	9758722	-1	bosTau7	X
PRI	7	9758722	10237519	1	bosTau7	X
PRI	7	10237519	47483309	-1	bosTau7	X
PRI	7	47483309	57696081	-1	bosTau7	X
PRI	7	57696081	63735938	1	bosTau7	X
PRI	7	63735938	77812754	-1	bosTau7	X
PRI	7	77812754	152646767	1	bosTau7	X
PRI	7	152646767	153932146	-1	bosTau7	X
PRI	7	0	14684481	-1	calJac3	X
PRI	7	14684481	15146692	1	calJac3	X
PRI	7	15146692	153932146	-1	calJac3	X
PRI	7	0	153932146	-1	canFam2	X
PRI	7	0	6585669	-1	capHir1	X
PRI	7	6585669	6914404	-1	capHir1	X
PRI	7	6914404	22683814	-1	capHir1	X
PRI	7	22683814	28217544	1	capHir1	X
PRI	7	28217544	42286153	-1	capHir1	X
PRI	7	42286153	53299019	-1	capHir1	X
PRI	7	53299019	56609879	1	capHir1	X
PRI	7	56609879	66631320	-1	capHir1	X
PRI	7	66631320	93526933	1	capHir1	X
PRI	7	93526933	98779516	-1	capHir1	X
PRI	7	98779516	103727446	1	capHir1	X
PRI	7	103727446	153932146	1	capHir1	X
PRI	7	0	153932146	-1	equCab2	X
PRI	7	4012968	12877016	1	galGal3	4
PRI	7	12877016	34851254	1	galGal3	4
PRI	7	34851254	70862985	1	galGal3	4
PRI	7	70862985	153932146	1	galGal3	1
PRI	7	0	153932146	-1	gorGor3	X
PRI	7	0	153932146	-1	hg19	X
PRI	7	0	52584259	-1	mm10	X
PRI	7	52584259	102541530	-1	mm10	X
PRI	7	102541530	105311614	1	mm10	X
PRI	7	105311614	116693044	-1	mm10	X
PRI	7	116693044	131773524	1	mm10	X
PRI	7	131773524	152984479	1	mm10	X
PRI	7	152984479	153932146	-1	mm10	X
PRI	7	0	1299336	-1	monDom5	X
PRI	7	1299336	3096914	-1	monDom5	X
PRI	7	3096914	9923655	-1	monDom5	X
PRI	7	9923655	22613952	-1	monDom5	X
PRI	7	22613952	44710652	-1	monDom5	X
PRI	7	44710652	56384527	1	monDom5	X
PRI	7	56384527	66070072	-1	monDom5	X
PRI	7	66070072	73784661	-1	monDom5	X
PRI	7	73784661	79882075	-1	monDom5	X
PRI	7	79882075	85052107	1	monDom5	X
PRI	7	85052107	135603606	1	monDom5	4
PRI	7	135603606	136443882	1	monDom5	7
PRI	7	136443882	136827660	-1	monDom5	7
PRI	7	136827660	153932146	1	monDom5	7
PRI	7	15146692	35051768	-1	oryCun2	X
PRI	7	35051768	53755981	-1	oryCun2	X
PRI	7	53755981	62927058	1	oryCun2	X
PRI	7	62927058	82650640	-1	oryCun2	X
PRI	7	82650640	153932146	-1	oryCun2	X
PRI	7	0	153932146	-1	panTro3	X
PRI	7	0	153932146	-1	ponAbe2	X
PRI	7	0	4012968	-1	rheMac3	X
PRI	7	4012968	14684481	-1	rheMac3	X
PRI	7	14684481	15146692	1	rheMac3	X
PRI	7	15146692	131773524	-1	rheMac3	X
PRI	7	131773524	132804947	-1	rheMac3	10
PRI	7	132804947	153932146	-1	rheMac3	X
PRI	7	0	30901540	-1	rn4	X
PRI	7	30901540	43588143	1	rn4	X
PRI	7	43588143	51353612	1	rn4	X
PRI	7	51353612	98862812	-1	rn4	X
PRI	7	98862812	103120791	1	rn4	X
PRI	7	103120791	116794790	1	rn4	X
PRI	7	116794790	131773524	1	rn4	X
PRI	7	131773524	152890469	-1	rn4	X
PRI	7	152890469	153932146	-1	rn4	X
PRI	7	0	1571398	1	susScr2	X
PRI	7	1571398	14684481	-1	susScr2	X
PRI	7	14684481	15146692	1	susScr2	X
PRI	7	15146692	53650131	-1	susScr2	X
PRI	7	53650131	58965601	-1	susScr2	X
PRI	7	58965601	63384074	-1	susScr2	X
PRI	7	63384074	153932146	-1	susScr2	X
PRI	7	0	9758722	-1	bosTau7	X
PRI	7	9758722	10237519	1	bosTau7	X
PRI	7	10237519	47483309	-1	bosTau7	X
PRI	7	47483309	57696081	-1	bosTau7	X
PRI	7	57696081	63735938	1	bosTau7	X
PRI	7	63735938	77812754	-1	bosTau7	X
PRI	7	77812754	152646767	1	bosTau7	X
PRI	7	152646767	153932146	-1	bosTau7	X
PRI	7	0	14684481	-1	calJac3	X
PRI	7	14684481	15146692	1	calJac3	X
PRI	7	15146692	153932146	-1	calJac3	X
PRI	7	0	153932146	-1	canFam2	X
PRI	7	0	6585669	-1	capHir1	X
PRI	7	6585669	6914404	-1	capHir1	X
PRI	7	6914404	22683814	-1	capHir1	X
PRI	7	22683814	28217544	1	capHir1	X
PRI	7	28217544	42286153	-1	capHir1	X
PRI	7	42286153	53299019	-1	capHir1	X
PRI	7	53299019	56609879	1	capHir1	X
PRI	7	56609879	66631320	-1	capHir1	X
PRI	7	66631320	93526933	1	capHir1	X
PRI	7	93526933	98779516	-1	capHir1	X
PRI	7	98779516	103727446	1	capHir1	X
PRI	7	103727446	153932146	1	capHir1	X
PRI	7	0	153932146	-1	equCab2	X
PRI	7	4012968	12877016	1	galGal3	4
PRI	7	12877016	34851254	1	galGal3	4
PRI	7	34851254	70862985	1	galGal3	4
PRI	7	70862985	153932146	1	galGal3	1
PRI	7	0	153932146	-1	gorGor3	X
PRI	7	0	153932146	-1	hg19	X
PRI	7	0	52584259	-1	mm10	X
PRI	7	52584259	102541530	-1	mm10	X
PRI	7	102541530	105311614	1	mm10	X
PRI	7	105311614	116693044	-1	mm10	X
