PRI	9	0	2558058	1	bosTau7	5
PRI	9	2558058	7076705	-1	bosTau7	5
PRI	9	7076705	8084222	-1	bosTau7	5
PRI	9	8084222	8701862	1	bosTau7	5
PRI	9	8701862	34781063	-1	bosTau7	5
PRI	9	34781063	53013264	-1	bosTau7	5
PRI	9	53013264	69357537	-1	bosTau7	5
PRI	9	69357537	83898893	1	bosTau7	5
PRI	9	83898893	93905195	1	bosTau7	5
PRI	9	93905195	106424238	1	bosTau7	5
PRI	9	106424238	108317277	-1	bosTau7	17
PRI	9	108317277	110224583	1	bosTau7	17
PRI	9	110224583	118747084	-1	bosTau7	17
PRI	9	118747084	119733189	1	bosTau7	17
PRI	9	119733189	131828887	-1	bosTau7	17
PRI	9	0	329321	-1	calJac3	9
PRI	9	329321	9395961	1	calJac3	9
PRI	9	9395961	20412611	-1	calJac3	9
PRI	9	20412611	46024621	-1	calJac3	9
PRI	9	46024621	46647595	1	calJac3	9
PRI	9	46647595	83898893	1	calJac3	9
PRI	9	83898893	91378992	-1	calJac3	9
PRI	9	91378992	131828887	1	calJac3	9
PRI	9	0	2977144	1	canFam2	27
PRI	9	2977144	8236139	-1	canFam2	27
PRI	9	8236139	8739772	1	canFam2	27
PRI	9	8739772	30873449	-1	canFam2	27
PRI	9	30873449	31892997	1	canFam2	27
PRI	9	31892997	54296261	-1	canFam2	27
PRI	9	54296261	73508633	1	canFam2	10
PRI	9	73508633	102786507	1	canFam2	15
PRI	9	102786507	106424238	-1	canFam2	10
PRI	9	106424238	108576740	-1	canFam2	26
PRI	9	108576740	120842496	1	canFam2	26
PRI	9	120842496	131828887	-1	canFam2	26
PRI	9	0	2279679	1	capHir1	5
PRI	9	2279679	34535919	-1	capHir1	5
PRI	9	34535919	52934358	-1	capHir1	5
PRI	9	52934358	69446827	-1	capHir1	5
PRI	9	69446827	94066267	1	capHir1	5
PRI	9	94066267	106424238	1	capHir1	5
PRI	9	106424238	108523972	-1	capHir1	17
PRI	9	108523972	109945075	1	capHir1	17
PRI	9	109945075	118570237	-1	capHir1	17
PRI	9	118570237	119451874	1	capHir1	17
PRI	9	119451874	131828887	-1	capHir1	17
PRI	9	0	2850393	-1	equCab2	6
PRI	9	2850393	7744222	1	equCab2	6
PRI	9	7744222	30909080	1	equCab2	6
PRI	9	30909080	31986560	-1	equCab2	6
PRI	9	31986560	68391826	1	equCab2	6
PRI	9	68391826	106424238	1	equCab2	28
PRI	9	106424238	108502463	-1	equCab2	8
PRI	9	108502463	120286942	-1	equCab2	8
PRI	9	120286942	131828887	1	equCab2	8
PRI	9	0	131828887	1	gorGor3	12
PRI	9	0	131828887	1	hg19	12
PRI	9	0	247331	-1	mm10	6
PRI	9	247331	2222303	-1	mm10	6
PRI	9	2222303	9395961	-1	mm10	6
PRI	9	9395961	32329393	1	mm10	6
PRI	9	32329393	52822849	1	mm10	15
PRI	9	52822849	102448706	-1	mm10	10
PRI	9	102448706	106424238	1	mm10	10
PRI	9	106424238	108510897	1	mm10	5
PRI	9	108510897	120216898	-1	mm10	5
PRI	9	120216898	130788310	1	mm10	5
