Eutheria	22	19780986	0.620828
Eutheria	22	20316395	1.0
Eutheria	22	21097191	1.0
Eutheria	22	22166522	1.924e-16
Eutheria	22	22670270	1.0
Eutheria	22	24804414	1.0
Eutheria	22	25127181	1.0
Eutheria	22	25462172	1.0
Eutheria	22	26221142	1.0
Eutheria	22	26798103	1.0
Eutheria	22	27140333	1.0
Eutheria	22	27872389	1.0
Eutheria	22	28414165	1.0
Eutheria	22	28562314	1.0
Eutheria	22	29924198	0.999918
Eutheria	22	30570529	0.999333
Eutheria	22	30890368	1.0
Eutheria	22	31361619	1.0
Eutheria	22	31832151	1.0
Eutheria	22	33593960	1.0
Eutheria	22	34397254	1.0
Eutheria	22	35698330	1.0
Eutheria	22	37558343	1.0
Eutheria	22	38136852	1.0
Eutheria	22	39261492	1.0
Eutheria	22	39716807	1.0
Eutheria	22	40282271	1.0
Eutheria	22	41052705	1.0
Eutheria	22	41451417	1.0
Eutheria	22	41758592	1.0
Eutheria	22	42125463	1.0
Eutheria	22	42779632	1.0
Eutheria	22	43147113	1.0
Eutheria	22	43455423	1.0
Eutheria	22	45519703	1.0
Eutheria	22	46597611	1.0
Eutheria	22	47043069	1.0
Eutheria	22	47405758	1.0
Eutheria	22	48287414	1.0
Eutheria	22	49238601	1.0
Eutheria	22	50113497	1.0
Eutheria	22	51066376	1.0
