chr1	669586	1366245	+	1
chr1	1366245	1884225	+	2
chr1	1884225	3068684	+	3
chr1	3068684	3497335	+	4
chr1	3497335	5575644	+	5
chr1	5722006	6120264	+	6
chr1	6120264	6814968	+	7
chr1	6814968	7941884	+	8
chr1	7941884	8984951	+	9
chr1	8984951	9724173	+	10
chr1	9724173	10158059	+	11
chr1	10458634	10771772	+	12
chr1	11044656	11692325	+	13
chr1	11692325	12094108	+	14
chr1	12094108	12692149	+	15
chr1	13495558	14611902	+	16
chr1	14611902	15459351	+	17
chr1	15459351	15941753	+	18
chr1	16372405	17152733	+	19
chr1	17152733	18182215	+	20
chr1	18182215	18918738	+	21
chr1	19615681	20769400	+	22
chr1	20769400	22116267	+	23
chr1	22116267	22571462	+	24
chr1	22571462	23343970	+	25
chr1	23343970	24032494	+	26
chr1	24032494	26127603	+	27
chr1	26127603	26843881	+	28
chr1	26843881	28050273	+	29
chr1	28050273	28804941	+	30
chr1	28973218	31300969	+	31
chr1	31886726	32603244	+	32
chr1	32603244	33381843	+	33
chr1	33381843	33915430	+	34
chr1	33977990	35478117	+	35
chr1	35478117	36774982	+	36
chr1	37210755	37548114	+	37
chr1	37548114	38213408	+	38
chr1	38458883	39012380	+	39
chr1	39012380	40578836	+	40
chr1	40708612	41044474	+	41
chr1	41044474	41421186	+	42
chr1	41421186	41886827	+	43
chr1	41886827	42736554	+	44
chr1	42736554	43568717	+	45
chr1	43862270	44189415	+	46
chr1	44189415	44595397	+	47
chr1	44595397	45691393	+	48
chr1	45691393	46139297	+	49
chr1	46139297	46517429	+	50
chr1	46517429	47393114	+	51
chr1	47528248	48560880	+	52
chr1	48607584	50212673	+	53
chr1	50297613	50844399	+	54
chr1	50844399	51738701	+	55
chr1	51738701	52553472	+	56
chr1	52553472	52860591	+	57
chr1	52860591	53291176	+	58
chr1	53748688	54531840	+	59
chr1	54531840	58653785	+	60
chr1	59066558	60376159	+	61
chr1	60439388	62040434	+	62
chr1	62040434	65459917	+	63
chr1	65751543	66122941	+	64
chr1	66122941	67617029	+	65
chr1	67617029	67931636	+	66
chr1	68452957	71056099	+	67
chr1	71208337	71596755	+	68
chr1	71596755	72983127	+	69
chr1	72983127	73387608	+	70
chr1	73387608	74901812	+	71
chr1	74901812	76297463	+	72
chr1	76622543	77149451	+	73
chr1	77430596	78508795	+	74
chr1	78508795	80326719	+	75
chr1	80326719	81252266	+	76
chr1	81252266	82023150	+	77
chr1	82023150	82840276	+	78
chr1	82840276	83581801	+	79
chr1	83581801	85542950	+	80
chr1	85542950	86184503	+	81
chr1	86184503	86995104	+	82
chr1	86995104	87986393	+	83
chr1	87986393	88945356	+	84
chr1	88945356	89477322	+	85
chr1	89850796	91445983	+	86
chr1	91445983	92562869	+	87
chr1	92585671	93797873	+	88
chr1	93867726	94765564	+	89
chr1	94814717	95915235	+	90
chr1	95915235	97452168	+	91
chr1	97452168	99862894	+	92
chr1	99862894	102081476	+	93
chr1	102081476	103808377	+	94
chr1	103808377	104347016	+	95
chr1	104347016	104945753	+	96
