chr1	669586	52553472	+	1
chr1	52553472	53297448	+	2
chr1	53297448	81252266	+	3
chr1	81252266	82023150	+	4
chr1	82023150	110211742	+	5
chr1	110211742	120216329	+	6
chr1	120216329	120685792	+	7
chr1	144916462	145289067	+	8
chr1	145375671	145813823	+	9
chr1	146604978	147389637	+	10
chr1	149692626	162367917	+	11
chr1	162367917	162792886	+	12
chr1	163423961	178890895	+	13
chr1	178890895	180865900	+	14
chr1	180865900	190826971	+	15
chr1	190826971	197044861	+	16
chr1	197044861	200375004	+	17
chr1	200375004	201626551	+	18
chr1	201626551	210029204	+	19
chr1	210029204	225364934	+	20
chr1	225364934	227676265	+	21
chr1	227676265	228734851	+	22
chr1	228734851	230469390	+	23
chr1	230469390	247221457	+	24
chr1	247221457	249237548	+	25
chr10	890291	26871150	+	162
chr10	27263556	27595042	+	163
chr10	27595042	37833301	+	164
chr10	42620100	46172511	+	165
chr10	46922782	48121722	+	166
chr10	52017187	52415316	+	167
chr10	52415316	66971871	+	168
chr10	66971871	67644114	+	169
chr10	67644114	88989501	+	170
chr10	89132947	90538595	+	171
chr10	90538595	135511169	+	172
chr11	68202	3402925	+	173
chr11	3582712	8493257	+	174
chr11	8493257	9892822	+	175
chr11	9892822	18826242	+	176
chr11	18826242	19303447	+	177
chr11	19303447	67447921	+	178
chr11	67761994	71303597	+	179
chr11	71619770	86256035	+	180
chr11	86256035	91349660	+	181
chr11	91349660	92143109	+	182
chr11	92143109	102202936	+	183
chr11	102688052	110602534	+	184
chr11	110602534	110911971	+	185
chr11	110911971	134945234	+	186
chr12	145758	475079	+	187
chr12	475079	9541719	+	188
chr12	10032672	21049322	+	189
chr12	22248480	47860490	+	190
chr12	48013934	48636908	+	191
chr12	48636908	68381503	+	192
chr12	68381503	85888206	+	193
chr12	85888206	87025902	+	194
chr12	87025902	93368305	+	195
chr12	93368305	108413551	+	196
chr12	108413551	109194434	+	197
chr12	109194434	133818200	+	198
chr13	19807174	21795874	+	199
chr13	21795874	24506122	+	200
chr13	24506122	25041327	+	201
chr13	25041327	39530733	+	202
chr13	47036768	85454732	+	203
chr13	85454732	105449961	+	204
chr13	105449961	105764082	+	205
chr13	105764082	115109878	+	206
chr14	19828362	20639847	+	207
chr14	20639847	26084669	+	208
chr14	26084669	27896042	+	209
chr14	27896042	28489547	+	210
chr14	28965070	41862625	+	211
chr14	41862625	43001829	+	212
chr14	43001829	52842390	+	213
chr14	52842390	53289840	+	214
chr14	53289840	107288670	+	215
chr15	22262662	28573059	+	216
chr15	29065908	30702306	+	217
chr15	31750450	32673625	+	218
chr15	32673625	34798891	+	219
chr15	34798891	42423058	+	220
chr15	42930258	57387302	+	221
chr15	57387302	63123496	+	222
chr15	63123496	73816490	+	223
chr15	73816490	74344653	+	224
chr15	74344653	76265563	+	225
chr15	78239645	78961030	+	226
chr15	79045580	79384565	+	227
chr15	79384565	82582094	+	228
chr15	83194070	84730008	+	229
chr15	85192516	85713244	+	230
chr15	85713244	99080034	+	231
chr15	99080034	99566778	+	232
chr15	99566778	102520879	+	233
chr16	75622	1923684	+	234
chr16	1923684	2659266	+	235
chr16	2795462	10811433	+	236
chr16	10811433	13471142	+	237
chr16	13471142	14061308	+	238
chr16	14061308	16320451	+	239
chr16	16970169	18430449	+	240
chr16	18607613	28448344	+	241
chr16	29581854	30230001	+	242
chr16	30312794	31423968	+	243
chr16	46469278	70043517	+	244
chr16	70043517	74361868	+	245
chr16	74362139	90294753	+	246
chr17	1213423	3073972	+	247
chr17	3073972	4576604	+	248
chr17	4576604	6694838	+	249
chr17	6694838	7930994	+	250
chr17	7930994	15658516	+	251
chr17	15696402	16161359	+	252
chr17	17080933	18756579	+	253
chr17	25267729	34656634	+	254
chr17	34656634	36247851	+	255
chr17	36818409	37685696	+	256
chr17	37685696	40695950	+	257
chr17	40695950	42534595	+	258
chr17	42677098	43559778	+	259
chr17	43705165	44294405	+	260
chr17	44642442	45092771	+	261
chr17	45671436	47620503	+	262
chr17	48206526	56953883	+	263
chr17	56953883	57664327	+	264
chr17	58218149	58953278	+	265
chr17	60360508	62802498	+	266
chr17	62904208	65181210	+	267
chr17	66177122	81179191	+	268
chr18	26176	776469	+	269
chr18	776469	1084216	+	270
chr18	1084216	1812966	+	271
chr18	1812966	10595961	+	272
chr18	10595961	12049793	+	273
chr18	12049793	13670091	+	274
chr18	13670091	14646789	+	275
chr18	18520339	19305704	+	276
chr18	19305704	19710181	+	277
chr18	19710181	63019628	+	278
chr18	63019628	63499399	+	279
chr18	63499399	68552932	+	280
chr18	68552932	69334101	+	281
chr18	69334101	78015647	+	282
chr19	73723	7740735	+	283
chr19	7856150	8230162	+	284
chr19	8230162	36822697	+	285
chr19	36836049	37298731	+	286
chr19	37639360	37976810	+	287
chr19	38177187	59109309	+	288
chr2	11391	30333371	+	26
chr2	30333371	32014319	+	27
chr2	32014319	39288396	+	28
chr2	39288396	50913368	+	29
chr2	50913368	83291842	+	30
chr2	83291842	83630771	+	31
chr2	83923742	89151410	+	32
chr2	95417350	114155199	+	33
chr2	114393896	117865373	+	34
chr2	117865373	118297833	+	35
chr2	118297833	127591996	+	36
chr2	127591996	130882196	+	37
chr2	131201493	132977640	+	38
chr2	133080558	138508916	+	39
chr2	138508916	186816739	+	40
chr2	186816739	243085392	+	41
chr20	60000	1418852	+	289
chr20	1418852	5521071	+	290
chr20	5521071	25769802	+	291
chr20	29741810	35803041	+	292
chr20	35803041	62958754	+	293
chr21	14919809	48116703	+	294
chr22	17679960	20348773	+	295
chr22	21053108	21364651	+	296
chr22	21882952	25103719	+	297
chr22	25226530	25682492	+	298
chr22	25828824	34374645	+	299
chr22	34374645	35066624	+	300
chr22	35066624	51224913	+	301
chr3	60000	1517667	+	42
chr3	1517667	2082868	+	43
chr3	2082868	12593623	+	44
chr3	12593623	14088772	+	45
chr3	14088772	15176020	+	46
chr3	15176020	21437112	+	47
chr3	21437112	21815282	+	48
chr3	21815282	36653163	+	49
chr3	36653163	42878617	+	50
chr3	42878617	75366753	+	51
chr3	75659366	90313954	+	52
chr3	93518359	97708923	+	53
chr3	98019833	111941707	+	54
chr3	112014213	113540017	+	55
chr3	113540017	126813948	+	56
chr3	126813948	129637797	+	57
chr3	129919381	141919356	+	58
chr3	141919356	142478982	+	59
chr3	142478982	178138437	+	60
chr3	178138437	186417624	+	61
chr3	186417624	192579469	+	62
chr3	192579469	195375417	+	63
chr3	195375417	196179391	+	64
chr3	196179391	197383119	+	65
chr4	11527	4154337	+	66
chr4	4154337	8322812	+	67
chr4	9587902	43156341	+	68
chr4	43156341	43789051	+	69
chr4	43789051	44811652	+	70
chr4	44811652	49093251	+	71
chr4	52683400	69574324	+	72
chr4	70361741	82913722	+	73
chr4	82913722	85960635	+	74
chr4	85986677	111622996	+	75
chr4	111622996	112101132	+	76
chr4	112101132	174321335	+	77
chr4	174321335	191022836	+	78
chr5	14508	1019886	+	79
chr5	1019886	1594420	+	80
chr5	1594420	18553316	+	81
chr5	18553316	27798890	+	82
chr5	28203674	80592002	+	83
chr5	80592002	95921427	+	84
chr5	95921427	98852068	+	85
chr5	99073531	99390748	+	86
chr5	99723669	128393619	+	87
chr5	128393619	133641445	+	88
chr5	133641445	137839021	+	89
chr5	137839021	138741725	+	90
chr5	138741725	156478467	+	91
chr5	156478467	169043826	+	92
chr5	169043826	175506985	+	93
chr5	175506985	177045640	+	94
chr5	177371880	178166087	+	95
chr5	178229402	178854041	+	96
chr5	178942033	180149539	+	97
chr5	180149539	180900684	+	98
chr6	108073	25256835	+	99
chr6	25256835	25707317	+	100
chr6	25707317	29325155	+	101
chr6	29325155	68421809	+	102
chr6	68421809	68938605	+	103
chr6	68938605	108306760	+	104
chr6	108306760	159351470	+	105
chr6	159351470	171045850	+	106
chr7	505231	2641431	+	107
chr7	2641431	5197811	+	108
chr7	5197811	5845777	+	109
chr7	6037321	6468274	+	110
chr7	6955924	31780692	+	111
chr7	31780692	39657551	+	112
chr7	39657551	43864881	+	113
chr7	44001237	53254474	+	114
chr7	53254474	53929918	+	115
chr7	53934593	55381840	+	116
chr7	63653585	65925552	+	117
chr7	66400451	66726898	+	118
chr7	66760218	71179179	+	119
chr7	72700683	74295097	+	120
chr7	75041858	75700498	+	121
chr7	76668909	84248164	+	122
chr7	84248164	85734671	+	123
chr7	85811864	86115822	+	124
chr7	86115822	97551384	+	125
chr7	97551384	102192409	+	126
chr7	102379717	117981472	+	127
chr7	117981472	118929929	+	128
chr7	118929929	119438835	+	129
chr7	119438835	159126266	+	130
chr8	13908	6830646	+	131
chr8	12515565	21154549	+	132
chr8	21154549	21744045	+	133
chr8	21744045	29170791	+	134
chr8	29170791	43542688	+	135
chr8	46938345	53755814	+	136
chr8	53755814	74172967	+	137
chr8	74172967	98872240	+	138
chr8	98872240	146302299	+	139
chr9	11075	19054217	+	140
chr9	19054217	19464518	+	141
chr9	19464518	31032823	+	142
chr9	31032823	31809340	+	143
chr9	31809340	38475915	+	144
chr9	40347187	40730039	+	145
chr9	70884704	71200023	+	146
