Euarch	16	1205444	1.0
Euarch	16	12623287	1.0
Euarch	16	13485538	1.0
Euarch	16	13997270	1.0
Euarch	16	14785265	1.0
Euarch	16	1694959	1.0
Euarch	16	18833604	1.0
Euarch	16	19558190	1.0
Euarch	16	23686269	1.0
Euarch	16	2424793	1.0
Euarch	16	27112094	1.0
Euarch	16	31130914	1.0
Euarch	16	3162937	1.0
Euarch	16	33173325	1.0
Euarch	16	3398881	1.0
Euarch	16	34532177	1.0
Euarch	16	36580838	1.0
Euarch	16	37536404	1.0
Euarch	16	38455842	1.0
Euarch	16	39691209	1.0
Euarch	16	46988274	1.0
Euarch	16	4856601	1.0
Euarch	16	50463122	1.0
Euarch	16	5195742	1.0
Euarch	16	548671	1.0
Euarch	16	56606995	1.0
Euarch	16	57365794	1.0
Euarch	16	58314604	1.0
Euarch	16	6012894	1.0
Euarch	16	63588034	1.0
Euarch	16	6796582	1.0
Euarch	16	7700260	1.0
