chr1	669586	81252266	+	1
chr1	81252266	82023150	+	2
chr1	82023150	110211742	+	3
chr1	110211742	120685792	+	4
chr1	144916462	145289067	+	5
chr1	145375671	145813823	+	6
chr1	146604978	147389637	+	7
chr1	149692626	162792886	+	8
chr1	163372964	178890895	+	9
chr1	178890895	200375004	+	10
chr1	200375004	201626551	+	11
chr1	201626551	228734851	+	12
chr1	228734851	249237548	+	13
chr10	70926	48121722	+	101
chr10	52017187	52415316	+	102
chr10	52415316	88989501	+	103
chr10	89132947	90538595	+	104
chr10	90538595	135511169	+	105
chr11	68202	3402925	+	106
chr11	3582712	8493257	+	107
chr11	8493257	9892822	+	108
chr11	9892822	18826242	+	109
chr11	18826242	19303447	+	110
chr11	19303447	67447921	+	111
chr11	67761994	71303597	+	112
chr11	71619770	86256035	+	113
chr11	86256035	89597025	+	114
chr11	89759685	91349660	+	115
chr11	91349660	92143109	+	116
chr11	92143109	134945234	+	117
chr12	145758	21049322	+	118
chr12	21049322	68381503	+	119
chr12	68381503	87025902	+	120
chr12	87025902	108413551	+	121
chr12	108413551	109194434	+	122
chr12	109194434	133818200	+	123
chr13	19028384	19807174	+	124
chr13	19807174	21795874	+	125
chr13	21795874	105449961	+	126
chr13	105449961	105764082	+	127
chr13	105764082	115109878	+	128
chr14	19828362	20639847	+	129
chr14	20639847	26084669	+	130
chr14	26084669	27896042	+	131
chr14	27896042	28489547	+	132
chr14	28965070	41862625	+	133
chr14	41862625	43001829	+	134
chr14	43001829	52842390	+	135
chr14	52842390	53289840	+	136
chr14	53289840	107288670	+	137
chr15	22262662	28641090	+	138
chr15	28956486	30702306	+	139
chr15	31750450	63123496	+	140
chr15	63123496	73816490	+	141
chr15	73816490	74344653	+	142
chr15	74344653	82736283	+	143
chr15	83100007	84730008	+	144
chr15	85192516	85713244	+	145
chr15	85713244	102520879	+	146
chr16	75622	13471142	+	147
chr16	13471142	14061308	+	148
chr16	14061308	16411727	+	149
chr16	16665161	18430449	+	150
chr16	18607613	28448344	+	151
chr16	29581854	30230001	+	152
chr16	30312794	70043517	+	153
chr16	70043517	74361868	+	154
chr16	74362139	90294753	+	155
chr17	0	886732	+	156
chr17	886732	7930994	+	157
chr17	7930994	15658516	+	158
chr17	15696402	16161359	+	159
chr17	16620669	34656634	+	160
chr17	34656634	36286502	+	161
chr17	36818409	37685696	+	162
chr17	37685696	43559778	+	163
chr17	43705165	44294405	+	164
chr17	44642442	45092771	+	165
chr17	45671436	47620503	+	166
chr17	48206526	57664327	+	167
chr17	58218149	58953278	+	168
chr17	60360508	81179191	+	169
chr18	26176	776469	+	170
chr18	776469	1084216	+	171
chr18	1084216	1812966	+	172
chr18	1812966	10595961	+	173
chr18	10595961	12049793	+	174
chr18	12049793	14646789	+	175
chr18	18520339	19305704	+	176
chr18	19305704	19710181	+	177
chr18	19710181	63019628	+	178
chr18	63019628	63499399	+	179
chr18	63499399	68552932	+	180
chr18	68552932	69334101	+	181
chr18	69334101	78015647	+	182
chr19	73723	7740735	+	183
chr19	7856150	8230162	+	184
chr19	8230162	36822697	+	185
chr19	36822697	37298731	+	186
chr19	37298731	37639360	+	187
chr19	37639360	59109309	+	188
chr2	11391	39288396	+	14
chr2	39288396	50913368	+	15
chr2	50913368	89151410	+	16
chr2	95417350	96135341	+	17
chr2	96257571	96631502	+	18
chr2	96682792	114155199	+	19
chr2	114393896	117865373	+	20
chr2	117865373	118297833	+	21
chr2	118297833	132977640	+	22
chr2	133080558	138508916	+	23
chr2	138508916	243085392	+	24
chr20	60000	1418852	+	189
chr20	1418852	5521071	+	190
chr20	5521071	25769802	+	191
chr20	29741810	62958754	+	192
chr21	14919809	48116703	+	193
chr22	17679960	21046778	+	194
chr22	21046778	21364651	+	195
chr22	21882952	25226530	+	196
chr22	25226530	25682492	+	197
chr22	25828824	51224913	+	198
chr3	60000	12593623	+	25
chr3	12593623	14088772	+	26
chr3	14088772	15176020	+	27
chr3	15176020	21437112	+	28
chr3	21437112	21815282	+	29
chr3	21815282	36653163	+	30
chr3	36653163	75366753	+	31
chr3	75659366	90313954	+	32
chr3	93518359	126813948	+	33
chr3	126813948	129637797	+	34
chr3	129919381	141919356	+	35
chr3	141919356	142478982	+	36
chr3	142478982	186417624	+	37
chr3	186417624	192579469	+	38
chr3	192579469	195375417	+	39
chr3	195375417	197383119	+	40
chr4	11527	4154337	+	41
chr4	4154337	8322812	+	42
chr4	9587902	44811652	+	43
chr4	44811652	49093251	+	44
chr4	52683400	69574324	+	45
chr4	70361741	82913722	+	46
chr4	82913722	85960635	+	47
chr4	85986677	111622996	+	48
chr4	111622996	112101132	+	49
chr4	112101132	174321335	+	50
chr4	174321335	191022836	+	51
chr5	14508	1019886	+	52
chr5	1019886	1594420	+	53
chr5	1594420	18553316	+	54
chr5	18553316	27798890	+	55
chr5	28203674	80592002	+	56
chr5	80592002	95921427	+	57
chr5	95921427	98852068	+	58
chr5	99073531	99390748	+	59
chr5	99723669	128393619	+	60
chr5	128393619	137839021	+	61
chr5	137839021	138741725	+	62
chr5	138741725	180900684	+	63
chr6	108073	68421809	+	64
chr6	68421809	68938605	+	65
chr6	68938605	108306760	+	66
chr6	108306760	159351470	+	67
chr6	159351470	171045850	+	68
chr7	505231	5197811	+	69
chr7	5197811	5845777	+	70
chr7	6037321	6468274	+	71
chr7	6638977	6955924	+	72
chr7	6955924	39657551	+	73
chr7	39657551	43864881	+	74
chr7	44001237	53254474	+	75
chr7	53254474	53929918	+	76
chr7	53934593	65925552	+	77
chr7	66400451	66726898	+	78
chr7	66760218	71179179	+	79
chr7	72700683	74295097	+	80
chr7	75041858	75700498	+	81
chr7	76668909	84248164	+	82
chr7	84248164	97551384	+	83
chr7	97551384	102192409	+	84
chr7	102379717	118929929	+	85
chr7	118929929	119438835	+	86
chr7	119438835	159126266	+	87
chr8	13908	53755814	+	88
chr8	53755814	74172967	+	89
chr8	74172967	146302299	+	90
chr9	11075	38475915	+	91
chr9	38475915	40938677	+	92
chr9	70884704	87930514	+	93
chr9	87930514	88979950	+	94
chr9	88979950	92603517	+	95
chr9	92603517	100011204	+	96
chr9	100011204	113018913	+	97
chr9	113018913	127055547	+	98
chr9	127055547	130679457	+	99
chr9	130679457	141146098	+	100
chrX	1314303	22441502	+	199
chrX	22441502	23472925	+	200
chrX	23472925	140099757	+	201
chrX	140099757	140561968	+	202
chrX	140561968	151233481	+	203
chrX	151233481	155246449	+	204
