Euarch	6	101197109	1.0
Euarch	6	10917659	1.0
Euarch	6	12164190	1.0
Euarch	6	12558012	1.0
Euarch	6	1402675	1.0
Euarch	6	14205540	1.0
Euarch	6	15660423	1.0
Euarch	6	16790563	1.0
Euarch	6	17804991	1.0
Euarch	6	1855268	0.999938
Euarch	6	20068304	1.0
Euarch	6	2549845	0.999938
Euarch	6	26925433	1.0
Euarch	6	2836803	1.0
Euarch	6	28908612	1.0
Euarch	6	3044180	1.0
Euarch	6	3212545	1.0
Euarch	6	33360206	1.0
Euarch	6	36075084	1.0
Euarch	6	36717875	1.0
Euarch	6	37019672	1.0
Euarch	6	38311833	1.0
Euarch	6	39518269	1.0
Euarch	6	39803852	1.0
Euarch	6	4003677	1.0
Euarch	6	40147609	1.0
Euarch	6	41241248	1.0
Euarch	6	43138966	1.0
Euarch	6	43725317	1.0
Euarch	6	44193925	1.0
Euarch	6	4489866	1.0
Euarch	6	4512046	1.0
Euarch	6	45437527	1.0
Euarch	6	45835656	1.0
Euarch	6	48294376	1.0
Euarch	6	48372711	1.0
Euarch	6	49719388	1.0
Euarch	6	51243519	1.0
Euarch	6	5154467	1.0
Euarch	6	54701709	1.0
Euarch	6	60392211	1.0
Euarch	6	61064454	1.0
Euarch	6	61416673	0.999992
Euarch	6	62282986	1.0
Euarch	6	63696360	1.0
Euarch	6	6718817	1.0
Euarch	6	67579685	1.0
Euarch	6	68089440	0.999993
Euarch	6	72971776	1.0
Euarch	6	73449632	1.0
Euarch	6	73684651	0.999999
Euarch	6	74398391	1.0
Euarch	6	74486460	1.0
Euarch	6	75130580	1.0
Euarch	6	75767999	1.0
Euarch	6	76434961	1.0
Euarch	6	79086524	1.0
Euarch	6	79157171	1.0
Euarch	6	79904247	1.0
Euarch	6	81457522	0.962714
Euarch	6	82656462	0.999998
Euarch	6	83193644	1.0
Euarch	6	8323955	1.0
Euarch	6	84240366	1.0
Euarch	6	86208873	1.0
Euarch	6	88291768	1.0
Euarch	6	89565436	1.0
Euarch	6	90360111	1.0
Euarch	6	93733067	1.0
Euarch	6	93943833	1.0
Euarch	6	94393358	1.0
Euarch	6	94894821	1.0
Euarch	6	9549933	1.0
Euarch	6	95522037	1.0
Euarch	6	95932522	1.0
Euarch	6	95943877	1.0
Euarch	6	9730715	1.0
Euarch	6	97367696	1.0
Euarch	6	976698	0.973246
Euarch	6	98104216	0.999998
Euarch	6	98968346	1.0
Euarch	6	99294768	1.0
Euarch	6	99615359	1.0
