chr1	10973	110211741	+	1
chr1	110211744	121350258	+	2
chr1	144916462	145813823	+	3
chr1	146215620	146604978	+	4
chr1	146604978	147389637	+	5
chr1	147552070	147925049	+	6
chr1	147972794	148547233	+	7
chr1	148919045	249223341	+	8
chr10	70926	135511169	+	51
chr11	68202	134943362	+	52
chr12	145758	21049322	+	53
chr12	21049322	68381503	+	54
chr12	68381503	133803813	+	55
chr13	19028384	115106506	+	56
chr14	19729595	107288670	+	57
chr15	20048434	28920342	+	58
chr15	28956486	30702306	+	59
chr15	31750450	102520879	+	60
chr16	75622	33969678	+	61
chr16	34746233	35150846	+	62
chr16	46478833	90287998	+	63
chr17	0	7930994	+	64
chr17	7930994	15658516	+	65
chr17	15658516	47620503	+	66
chr17	47620503	81062279	+	67
chr18	26176	15379153	+	68
chr18	18520339	78015647	+	69
chr19	73723	36822697	+	70
chr19	36822697	37298731	+	71
chr19	37298731	37639360	+	72
chr19	37639360	59109309	+	73
chr2	11391	3055613	+	9
chr2	3055613	3529312	+	10
chr2	3579312	5018788	+	11
chr2	5163241	114307896	+	12
chr2	114363170	243085392	+	13
chr20	60000	62958754	+	74
chr21	14919809	48115646	+	75
chr22	16055290	51224913	+	76
chr3	63868	197962223	+	14
chr4	11527	44811652	+	15
chr4	44811652	69681725	+	16
chr4	69681725	70361741	+	17
chr4	70361741	85960635	+	18
chr4	85960635	191022836	+	19
chr5	14508	18553316	+	20
chr5	18553316	68890146	+	21
chr5	68998597	69305300	+	22
chr5	69316851	69948019	+	23
chr5	69951079	70407782	+	24
chr5	70653964	80592002	+	25
chr5	80592002	95921427	+	26
chr5	95921427	98893920	+	27
chr5	99073531	99390748	+	28
chr5	99390748	180900684	+	29
chr6	108073	171045850	+	30
chr7	10238	6037321	+	31
chr7	6037321	6468274	+	32
chr7	6638977	39657551	+	33
chr7	39657551	43864881	+	34
chr7	44001237	53254474	+	35
chr7	53254474	53929918	+	36
chr7	53934916	57588894	+	37
chr7	62164952	62547313	+	38
chr7	62547313	63074769	+	39
chr7	63222096	71179179	+	40
chr7	72625883	74295097	+	41
chr7	75014858	159126266	+	42
chr8	13908	7124563	+	43
chr8	7531460	7888326	+	44
chr8	11801909	12383453	+	45
chr8	12515565	146302299	+	46
chr9	11075	40938677	+	47
chr9	42664640	43180062	+	48
chr9	43830357	69460592	+	49
chr9	70884704	141146098	+	50
chrX	60273	155242324	+	77
