BOR	17	0	34199576	-1	bosTau7	24
BOR	17	34199576	52754074	1	bosTau7	24
BOR	17	52754074	66250447	-1	bosTau7	24
BOR	17	0	780014	-1	calJac3	13
BOR	17	780014	66250447	1	calJac3	13
BOR	17	0	37470783	-1	canFam2	7
BOR	17	37470783	39796024	-1	canFam2	7
BOR	17	39796024	40220505	1	canFam2	7
BOR	17	40220505	66250447	-1	canFam2	1
BOR	17	0	34199576	-1	capHir1	24
BOR	17	34199576	52754074	1	capHir1	24
BOR	17	52754074	66250447	-1	capHir1	24
BOR	17	0	1149330	-1	cerSim1	67727
BOR	17	1149330	3564535	1	cerSim1	67727
BOR	17	3564535	4001795	-1	cerSim1	67727
BOR	17	4001795	7033174	1	cerSim1	67727
BOR	17	7033174	14266016	1	cerSim1	67727
BOR	17	14266016	18462555	-1	cerSim1	67727
BOR	17	18462555	66250447	1	cerSim1	67730
BOR	17	0	1149330	1	equCab2	8
BOR	17	1149330	3564535	-1	equCab2	8
BOR	17	3564535	4001795	1	equCab2	8
BOR	17	4001795	7033174	-1	equCab2	8
BOR	17	7033174	14266016	-1	equCab2	8
BOR	17	14266016	66250447	1	equCab2	8
BOR	17	0	2008413	1	galGal3	2
BOR	17	2008413	2527463	-1	galGal3	2
BOR	17	2527463	25793647	1	galGal3	2
BOR	17	25793647	26774333	-1	galGal3	2
BOR	17	26774333	39796024	-1	galGal3	Z
BOR	17	41517072	46124603	1	galGal3	Z
BOR	17	46124603	47089226	-1	galGal3	Z
BOR	17	47089226	48925712	1	galGal3	Z
BOR	17	49673867	52846036	-1	galGal3	2
BOR	17	52846036	63982039	-1	galGal3	2
BOR	17	63982039	66250447	-1	galGal3	2
BOR	17	0	11938503	-1	gorGor3	18
BOR	17	11938503	66250447	1	gorGor3	18
BOR	17	0	11938503	-1	hg19	18
BOR	17	11938503	66250447	1	hg19	18
BOR	17	0	1149330	-1	mm10	18
BOR	17	1149330	2493880	-1	mm10	18
BOR	17	2493880	9883642	1	mm10	17
BOR	17	9883642	11451195	-1	mm10	17
BOR	17	11451195	34199576	1	mm10	18
BOR	17	34199576	46124603	-1	mm10	18
BOR	17	46124603	49673867	1	mm10	18
BOR	17	49673867	54709016	1	mm10	1
BOR	17	54709016	66250447	-1	mm10	18
BOR	17	0	20073480	-1	monDom5	3
BOR	17	20073480	25796263	-1	monDom5	3
BOR	17	25796263	26278207	-1	monDom5	3
BOR	17	26278207	26689012	-1	monDom5	3
BOR	17	26689012	34088218	-1	monDom5	3
BOR	17	34088218	40252336	1	monDom5	3
BOR	17	40252336	43950397	-1	monDom5	3
BOR	17	43950397	48925712	-1	monDom5	3
BOR	17	48925712	52754074	1	monDom5	3
BOR	17	52754074	52881555	1	monDom5	3
BOR	17	52881555	66250447	1	monDom5	3
BOR	17	0	66250447	1	panTro3	18
BOR	17	0	66250447	1	ponAbe2	18
BOR	17	0	780014	1	rheMac3	18
BOR	17	780014	1985511	-1	rheMac3	18
BOR	17	1985511	10414698	1	rheMac3	18
BOR	17	10414698	11143448	1	rheMac3	18
BOR	17	11143448	11451195	-1	rheMac3	14
BOR	17	11451195	54239658	1	rheMac3	18
BOR	17	54239658	54709016	-1	rheMac3	13
BOR	17	54709016	56976248	1	rheMac3	18
BOR	17	56976248	57757417	-1	rheMac3	18
BOR	17	57757417	66250447	1	rheMac3	18
BOR	17	0	1149330	-1	rn4	18
BOR	17	1149330	2493880	-1	rn4	18
BOR	17	2493880	11451195	1	rn4	9
BOR	17	11451195	34199576	1	rn4	18
BOR	17	34199576	46124603	-1	rn4	18
