EUA	13	0	3871005	1	bosTau7	11
EUA	13	3871005	16281423	-1	bosTau7	11
EUA	13	16281423	30623346	1	bosTau7	11
EUA	13	30623346	35646491	1	bosTau7	11
EUA	13	35646491	44422061	-1	bosTau7	11
EUA	13	44422061	48789450	-1	bosTau7	11
EUA	13	48789450	49516089	1	bosTau7	11
EUA	13	49516089	53393193	-1	bosTau7	11
EUA	13	53393193	53759448	1	bosTau7	11
EUA	13	53759448	67174390	-1	bosTau7	11
EUA	13	67174390	68176419	-1	bosTau7	11
EUA	13	68176419	68536026	-1	bosTau7	11
EUA	13	68536026	73791894	-1	bosTau7	11
EUA	13	73791894	98968346	1	bosTau7	11
EUA	13	98968346	99777840	1	bosTau7	8
EUA	13	99777840	101197109	1	bosTau7	9
EUA	13	0	14126253	-1	calJac3	14
EUA	13	14126253	22540365	1	calJac3	14
EUA	13	22540365	22879294	-1	calJac3	14
EUA	13	22879294	73449632	1	calJac3	14
EUA	13	73449632	75130580	-1	calJac3	14
EUA	13	75130580	101197109	1	calJac3	14
EUA	13	0	12484990	1	canFam2	10
EUA	13	12484990	34957293	1	canFam2	17
EUA	13	34957293	52306486	-1	canFam2	10
EUA	13	52306486	52893252	1	canFam2	10
EUA	13	52893252	62526682	-1	canFam2	10
EUA	13	62526682	101197109	-1	canFam2	17
EUA	13	0	3866737	1	capHir1	11
EUA	13	3866737	16276338	-1	capHir1	11
EUA	13	16276338	30746805	1	capHir1	11
EUA	13	30746805	35646491	1	capHir1	11
EUA	13	35646491	44608939	-1	capHir1	11
EUA	13	44608939	73831400	-1	capHir1	11
EUA	13	73831400	98968346	1	capHir1	11
EUA	13	98968346	101197109	1	capHir1	8
EUA	13	0	101197109	1	equCab2	15
EUA	13	0	12216077	-1	galGal3	1
EUA	13	14126253	16844423	1	galGal3	3
EUA	13	17312697	21854298	-1	galGal3	4
EUA	13	21854298	27491987	1	galGal3	4
EUA	13	27491987	32251150	-1	galGal3	22
EUA	13	32251150	35140747	1	galGal3	4
EUA	13	35646491	37466255	1	galGal3	22
EUA	13	37466255	43790977	-1	galGal3	3
EUA	13	43790977	51058490	-1	galGal3	3
EUA	13	51058490	52136328	1	galGal3	3
EUA	13	52136328	56780809	1	galGal3	3
EUA	13	56780809	57839197	-1	galGal3	3
EUA	13	57839197	66175555	-1	galGal3	3
EUA	13	66175555	67341945	-1	galGal3	3
EUA	13	67341945	68084953	-1	galGal3	3
EUA	13	68084953	69738544	1	galGal3	3
EUA	13	69738544	72979317	1	galGal3	3
EUA	13	72979317	73449632	1	galGal3	3
EUA	13	73449632	76434961	1	galGal3	3
EUA	13	76434961	78074325	1	galGal3	3
EUA	13	78074325	78523464	1	galGal3	3
EUA	13	78523464	78856898	1	galGal3	3
EUA	13	78856898	79904247	-1	galGal3	3
EUA	13	79904247	101197109	-1	galGal3	3
EUA	13	0	14126253	-1	gorGor3	2A
EUA	13	14126253	17312697	1	gorGor3	2A
EUA	13	17312697	101197109	-1	gorGor3	2A
EUA	13	0	14126253	-1	hg19	2
EUA	13	14126253	17312697	1	hg19	2
EUA	13	17312697	101197109	-1	hg19	2
EUA	13	0	1678401	-1	mm10	10
EUA	13	1678401	3282472	1	mm10	17
EUA	13	3282472	12595296	-1	mm10	1
EUA	13	12595296	16844423	1	mm10	2
EUA	13	16844423	17312697	1	mm10	2
EUA	13	17312697	32251150	1	mm10	6
EUA	13	32251150	35140747	-1	mm10	6
EUA	13	35140747	37466255	1	mm10	6
EUA	13	37466255	52136328	1	mm10	11
EUA	13	52136328	53393193	-1	mm10	17
EUA	13	53393193	53759448	1	mm10	17
EUA	13	53759448	76434961	-1	mm10	17
EUA	13	76434961	79086524	-1	mm10	5
EUA	13	79086524	94894821	1	mm10	12
EUA	13	94894821	95522037	-1	mm10	12
EUA	13	95522037	101197109	1	mm10	12
EUA	13	0	11412369	-1	monDom5	7
EUA	13	11412369	12216077	1	monDom5	7
EUA	13	12216077	12468286	1	monDom5	1
EUA	13	12468286	16575114	1	monDom5	1
EUA	13	16575114	26802623	1	monDom5	1
EUA	13	26802623	31044493	1	monDom5	1
EUA	13	31044493	31559032	-1	monDom5	1
EUA	13	31559032	31894240	1	monDom5	5
EUA	13	31894240	32251150	-1	monDom5	1
EUA	13	32251150	32614791	1	monDom5	1
EUA	13	32614791	33755635	1	monDom5	1
EUA	13	33755635	35140747	1	monDom5	1
EUA	13	35140747	36154331	1	monDom5	1
EUA	13	36154331	37393558	1	monDom5	1
EUA	13	37393558	67872069	1	monDom5	1
EUA	13	67872069	82308153	-1	monDom5	1
EUA	13	82308153	84229424	1	monDom5	1
EUA	13	84229424	87580000	1	monDom5	1
EUA	13	87580000	88291768	-1	monDom5	1
EUA	13	89565436	93634070	-1	monDom5	1
EUA	13	93634070	93950593	1	monDom5	1
EUA	13	93950593	101197109	1	monDom5	1
EUA	13	0	53084883	1	oryCun2	2
EUA	13	53084883	53393193	-1	oryCun2	2
EUA	13	53393193	79904247	1	oryCun2	2
EUA	13	79904247	93733067	-1	oryCun2	2
EUA	13	0	14126253	-1	panTro3	2A
EUA	13	14126253	17312697	1	panTro3	2A
EUA	13	17312697	101197109	-1	panTro3	2A
EUA	13	0	14126253	-1	ponAbe2	2a
EUA	13	14126253	101197109	1	ponAbe2	2a
EUA	13	0	14126253	-1	rheMac3	13
EUA	13	14126253	17312697	1	rheMac3	13
EUA	13	17312697	54550583	-1	rheMac3	13
EUA	13	54550583	66175555	-1	rheMac3	13
EUA	13	66175555	101197109	-1	rheMac3	13
EUA	13	971587	1678401	1	rn4	20
EUA	13	1678401	2021915	-1	rn4	9
EUA	13	3282472	12595296	-1	rn4	9
EUA	13	12595296	16844423	1	rn4	3
EUA	13	16844423	17312697	1	rn4	3
EUA	13	17312697	32251150	1	rn4	4
EUA	13	32251150	35140747	-1	rn4	4
EUA	13	35140747	37466255	1	rn4	4
EUA	13	37466255	51058490	1	rn4	14
EUA	13	51058490	51425361	-1	rn4	14
EUA	13	51425361	52136328	1	rn4	14
EUA	13	53393193	53759448	1	rn4	6
EUA	13	53759448	69738544	-1	rn4	6
EUA	13	69738544	94894821	1	rn4	6
EUA	13	94894821	95522037	-1	rn4	6
EUA	13	95522037	101197109	1	rn4	6
EUA	13	0	353684	1	susScr2	3
EUA	13	353684	12325195	1	susScr2	3
EUA	13	12325195	13078373	1	susScr2	3
EUA	13	13078373	14126253	-1	susScr2	3
EUA	13	14549722	16208769	-1	susScr2	3
EUA	13	16208769	16545762	1	susScr2	3
EUA	13	16545762	16844423	-1	susScr2	3
EUA	13	17312697	53393193	1	susScr2	3
EUA	13	53393193	53451844	1	susScr2	3
EUA	13	53451844	53808475	-1	susScr2	3
EUA	13	53808475	73032215	1	susScr2	3
EUA	13	73032215	73449632	-1	susScr2	3
EUA	13	73449632	73513189	1	susScr2	3
EUA	13	73513189	101197109	1	susScr2	3
EUA	13	0	3871005	1	bosTau7	11
EUA	13	3871005	16281423	-1	bosTau7	11
EUA	13	16281423	30623346	1	bosTau7	11
EUA	13	30623346	35646491	1	bosTau7	11
EUA	13	35646491	44422061	-1	bosTau7	11
EUA	13	44422061	48789450	-1	bosTau7	11
EUA	13	48789450	49516089	1	bosTau7	11
EUA	13	49516089	53393193	-1	bosTau7	11
EUA	13	53393193	53759448	1	bosTau7	11
EUA	13	53759448	67174390	-1	bosTau7	11
EUA	13	67174390	68176419	-1	bosTau7	11
EUA	13	68176419	68536026	-1	bosTau7	11
EUA	13	68536026	73791894	-1	bosTau7	11
EUA	13	73791894	98968346	1	bosTau7	11
EUA	13	98968346	99777840	1	bosTau7	8
EUA	13	99777840	101197109	1	bosTau7	9
EUA	13	0	14126253	-1	calJac3	14
EUA	13	14126253	22540365	1	calJac3	14
EUA	13	22540365	22879294	-1	calJac3	14
EUA	13	22879294	73449632	1	calJac3	14
EUA	13	73449632	75130580	-1	calJac3	14
EUA	13	75130580	101197109	1	calJac3	14
EUA	13	0	12484990	1	canFam2	10
EUA	13	12484990	34957293	1	canFam2	17
EUA	13	34957293	52306486	-1	canFam2	10
EUA	13	52306486	52893252	1	canFam2	10
EUA	13	52893252	62526682	-1	canFam2	10
EUA	13	62526682	101197109	-1	canFam2	17
EUA	13	0	3866737	1	capHir1	11
EUA	13	3866737	16276338	-1	capHir1	11
EUA	13	16276338	30746805	1	capHir1	11
EUA	13	30746805	35646491	1	capHir1	11
EUA	13	35646491	44608939	-1	capHir1	11
EUA	13	44608939	73831400	-1	capHir1	11
EUA	13	73831400	98968346	1	capHir1	11
EUA	13	98968346	101197109	1	capHir1	8
EUA	13	0	101197109	1	equCab2	15
EUA	13	0	12216077	-1	galGal3	1
EUA	13	14126253	16844423	1	galGal3	3
EUA	13	17312697	21854298	-1	galGal3	4
EUA	13	21854298	27491987	1	galGal3	4
EUA	13	27491987	32251150	-1	galGal3	22
